country,year,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2
Afghanistan,1991,12238879.0,12047362048.0,1.914,0.156,0.159,0.25,1.204,0.389,0.046
Afghanistan,1992,13278982.0,12677539840.0,1.482,0.112,0.117,0.022,1.03,0.363,0.046
Afghanistan,1993,14943174.0,9834582016.0,1.487,0.1,0.151,0.018,1.048,0.352,0.047
Afghanistan,1994,16250799.0,7919856640.0,1.454,0.089,0.184,0.015,1.032,0.338,0.047
Afghanistan,1995,17065836.0,12307525632.0,1.417,0.083,0.115,0.015,1.011,0.322,0.047
Afghanistan,1996,17763265.0,12070125568.0,1.37,0.077,0.114,0.007,0.986,0.308,0.047
Afghanistan,1997,18452100.0,11850753024.0,1.304,0.071,0.11,0.004,0.949,0.282,0.047
Afghanistan,1998,19159996.0,11692171264.0,1.279,0.067,0.109,0.004,0.942,0.264,0.047
Afghanistan,1999,19887791.0,11517316096.0,1.092,0.055,0.095,0.004,0.777,0.242,0.047
Afghanistan,2000,20130334.0,11283793920.0,1.047,0.052,0.093,0.004,0.788,0.224,0.01
Afghanistan,2001,20284303.0,11021273088.0,1.069,0.053,0.097,0.07,0.762,0.209,0.007
Afghanistan,2002,21378123.0,18804871168.0,1.341,0.063,0.071,0.055,0.727,0.547,0.011
Afghanistan,2003,22733054.0,21074343936.0,1.56,0.069,0.074,0.092,0.992,0.466,0.01
Afghanistan,2004,23560656.0,22332569600.0,1.237,0.053,0.055,0.092,0.909,0.227,0.01
Afghanistan,2005,24404574.0,25397686272.0,1.89,0.077,0.074,0.106,1.447,0.33,0.006
Afghanistan,2006,25424100.0,28704399360.0,2.159,0.085,0.075,0.161,1.657,0.329,0.012
Afghanistan,2007,25909852.0,34507530240.0,2.8,0.108,0.081,0.747,1.733,0.308,0.012
Afghanistan,2008,26482629.0,36561043456.0,4.254,0.161,0.116,1.078,2.864,0.297,0.015
Afghanistan,2009,27466101.0,44358721536.0,6.392,0.233,0.144,1.514,4.594,0.271,0.013
Afghanistan,2010,28284088.0,47399424000.0,8.365,0.296,0.176,2.246,5.833,0.271,0.015
Afghanistan,2011,29347709.0,53326336000.0,11.838,0.403,0.222,4.181,7.335,0.308,0.015
Afghanistan,2012,30560036.0,59166900224.0,10.035,0.328,0.17,3.125,6.573,0.308,0.029
Afghanistan,2013,31622708.0,62993698816.0,9.229,0.292,0.146,3.303,5.593,0.297,0.036
Afghanistan,2014,32792527.0,64346107904.0,9.086,0.277,0.141,3.621,5.165,0.271,0.029
Afghanistan,2015,33831765.0,62783393792.0,9.67,0.286,0.154,2.722,6.625,0.282,0.041
Afghanistan,2016,34700614.0,64372215808.0,8.906,0.257,0.138,2.718,5.794,0.319,0.076
Afghanistan,2017,35688942.0,65169281024.0,9.677,0.271,0.148,3.257,6.075,0.3,0.045
Afghanistan,2018,36743040.0,65996738560.0,10.602,0.289,0.161,3.633,6.619,0.293,0.057
Afghanistan,2019,37856126.0,73085706240.0,10.825,0.286,0.148,3.701,6.841,0.245,0.038
Afghanistan,2020,39068978.0,71417708544.0,11.606,0.297,0.163,4.116,7.275,0.154,0.061
Albania,1991,3282607.0,9375856640.0,4.29,1.307,0.458,1.48,2.228,0.275,0.307
Albania,1992,3282506.0,8745674752.0,2.517,0.767,0.288,0.8,1.416,0.198,0.103
Albania,1993,3277830.0,9636341760.0,2.338,0.713,0.243,0.6,1.478,0.157,0.103
Albania,1994,3269417.0,10596114432.0,1.924,0.588,0.182,0.169,1.605,0.099,0.052
Albania,1995,3258571.0,11600732160.0,2.089,0.641,0.18,0.161,1.773,0.051,0.103
Albania,1996,3245681.0,12468868096.0,2.018,0.622,0.162,0.114,1.755,0.044,0.105
Albania,1997,3229665.0,11020137472.0,1.543,0.478,0.14,0.044,1.411,0.037,0.052
Albania,1998,3210133.0,12026242048.0,1.755,0.547,0.146,0.055,1.623,0.033,0.044
Albania,1999,3188596.0,13673693184.0,2.986,0.937,0.218,0.11,2.792,0.029,0.055
Albania,2000,3166147.0,14736835584.0,3.025,0.955,0.205,0.07,2.84,0.022,0.094
Albania,2001,3147941.0,16103904256.0,3.221,1.023,0.2,0.081,3.125,0.015,0.0
Albania,2002,3134094.0,17037279232.0,3.748,1.196,0.22,0.084,3.638,0.026,0.0
Albania,2003,3118092.0,18171076608.0,4.303,1.38,0.237,0.084,3.891,0.026,0.302
Albania,2004,3098663.0,19346601984.0,4.177,1.348,0.216,0.084,3.759,0.033,0.3
Albania,2005,3076155.0,20562851840.0,4.261,1.385,0.207,0.073,3.91,0.022,0.256
Albania,2006,3050804.0,21889974272.0,3.911,1.282,0.179,0.073,3.54,0.022,0.276
Albania,2007,3022887.0,23259283456.0,3.949,1.306,0.17,0.073,3.375,0.033,0.468
Albania,2008,2992933.0,25006229504.0,4.397,1.469,0.176,0.103,3.796,0.015,0.484
Albania,2009,2961487.0,25821550592.0,4.407,1.488,0.171,0.388,3.415,0.018,0.585
Albania,2010,2928730.0,26747820032.0,4.784,1.633,0.179,0.429,3.492,0.026,0.838
Albania,2011,2911500.0,27431047168.0,5.315,1.825,0.194,0.535,3.774,0.029,0.976
Albania,2012,2910003.0,27819812864.0,4.85,1.667,0.174,0.627,3.155,0.029,1.039
Albania,2013,2907570.0,28098562048.0,5.287,1.819,0.188,0.795,3.331,0.033,1.129
Albania,2014,2903748.0,28597168128.0,6.0,2.066,0.21,1.029,3.856,0.059,1.045
Albania,2015,2898634.0,29231665152.0,4.712,1.626,0.161,0.322,3.338,0.062,0.954
Albania,2016,2897868.0,30200692736.0,4.632,1.598,0.153,0.191,3.36,0.161,0.88
Albania,2017,2898247.0,31348975616.0,5.293,1.826,0.169,0.275,3.808,0.168,1.011
Albania,2018,2894231.0,32609001472.0,4.895,1.691,0.15,0.473,3.331,0.15,0.928
Albania,2019,2885012.0,33289746432.0,4.827,1.673,0.145,0.322,3.44,0.132,0.928
Albania,2020,2871951.0,32130725888.0,4.711,1.64,0.147,0.568,2.719,0.103,1.322
Algeria,1991,25987937.0,121105145856.0,78.807,3.032,0.651,2.689,26.066,38.428,2.969
Algeria,1992,26628568.0,127982690304.0,79.883,3.0,0.624,2.378,28.678,31.932,2.998
Algeria,1993,27277040.0,130275778560.0,81.944,3.004,0.629,1.924,27.993,36.098,2.988
Algeria,1994,27887276.0,134279856128.0,88.608,3.177,0.66,2.286,30.45,37.386,2.821
Algeria,1995,28470194.0,145054662656.0,96.777,3.399,0.667,1.935,27.081,47.222,3.165
Algeria,1996,29033045.0,156579119104.0,100.039,3.446,0.639,1.407,27.407,50.567,3.006
Algeria,1997,29579300.0,164644454400.0,88.369,2.988,0.537,1.381,30.019,39.007,3.271
Algeria,1998,30054135.0,179962888192.0,106.537,3.545,0.592,2.11,33.09,54.641,3.446
Algeria,1999,30474359.0,193179779072.0,91.449,3.001,0.473,2.173,22.188,50.92,3.435
Algeria,2000,30903895.0,208554147840.0,85.399,2.763,0.409,1.96,26.828,38.534,3.789
Algeria,2001,31331226.0,223420284928.0,86.839,2.772,0.389,2.096,28.458,41.029,3.766
Algeria,2002,31750833.0,245360918528.0,90.692,2.856,0.37,2.609,29.495,44.653,4.058
Algeria,2003,32175813.0,273568645120.0,94.581,2.939,0.346,2.788,31.943,44.027,4.032
Algeria,2004,32628286.0,296773582848.0,91.714,2.811,0.309,1.924,32.818,41.209,4.897
Algeria,2005,33109258.0,326854475776.0,110.993,3.352,0.34,2.363,31.052,61.211,5.662
Algeria,2006,33623505.0,345705316352.0,105.896,3.149,0.306,2.7,35.233,49.306,6.54
Algeria,2007,34189420.0,371665272832.0,109.889,3.214,0.296,3.012,38.322,51.076,7.001
Algeria,2008,34816962.0,395658526720.0,111.087,3.191,0.281,3.008,37.363,51.551,7.583
Algeria,2009,35490443.0,418247704576.0,118.856,3.349,0.284,1.594,44.891,54.894,8.22
Algeria,2010,36188236.0,450705784832.0,118.353,3.27,0.263,1.216,45.365,53.368,8.252
Algeria,2011,36903375.0,482028650496.0,125.095,3.39,0.26,1.048,46.92,56.721,8.187
Algeria,2012,37646164.0,498417631232.0,135.674,3.604,0.272,1.037,48.539,64.114,7.697
Algeria,2013,38414176.0,512373325824.0,140.786,3.665,0.275,0.725,51.919,65.45,7.298
Algeria,2014,39205035.0,531843514368.0,151.283,3.859,0.284,0.546,52.885,73.831,7.668
Algeria,2015,40019528.0,551521746944.0,160.087,4.0,0.29,0.502,55.59,78.769,8.062
Algeria,2016,40850720.0,569170395136.0,158.482,3.88,0.278,0.0,54.627,78.677,9.105
Algeria,2017,41689304.0,577138786304.0,165.174,3.962,0.286,0.865,55.323,82.352,10.084
Algeria,2018,42505033.0,584064434176.0,172.705,4.063,0.296,1.451,56.233,88.885,9.746
Algeria,2019,43294550.0,589905133568.0,179.907,4.155,0.305,1.198,59.637,91.998,10.1
Algeria,2020,44042093.0,559819915264.0,168.178,3.819,0.3,0.542,54.125,87.024,8.958
Argentina,1991,33230292.0,376057921536.0,117.755,3.544,0.313,2.939,61.233,47.284,2.196
Argentina,1992,33693532.0,416679821312.0,121.535,3.607,0.292,3.107,63.633,48.303,2.495
Argentina,1993,34152718.0,444780249088.0,118.001,3.455,0.265,2.528,67.152,40.807,2.761
Argentina,1994,34613491.0,472926748672.0,118.469,3.423,0.251,3.561,67.203,42.677,3.05
Argentina,1995,35070016.0,461601013760.0,125.277,3.572,0.271,3.741,62.834,53.194,2.621
Argentina,1996,35513794.0,489406464000.0,131.15,3.693,0.268,3.114,65.921,57.542,2.422
Argentina,1997,35947790.0,531526385664.0,136.553,3.799,0.257,2.807,66.868,61.504,3.169
Argentina,1998,36372863.0,554567139328.0,139.32,3.83,0.251,3.155,69.576,61.614,3.283
Argentina,1999,36794686.0,538270597120.0,148.304,4.031,0.276,2.788,72.723,67.619,3.29
Argentina,2000,37213985.0,536480972800.0,143.469,3.855,0.267,2.36,67.434,69.438,2.771
Argentina,2001,37624818.0,514867265536.0,135.137,3.592,0.262,2.008,64.334,64.807,2.481
Argentina,2002,38029346.0,460558532608.0,124.931,3.285,0.271,1.579,57.495,62.618,1.729
Argentina,2003,38424284.0,503104143360.0,134.481,3.5,0.267,2.48,59.355,69.068,2.28
Argentina,2004,38815915.0,550306316288.0,157.049,4.046,0.285,2.532,67.813,82.913,2.701
Argentina,2005,39216787.0,601050382336.0,161.589,4.12,0.269,3.668,71.8,81.967,3.241
Argentina,2006,39622113.0,652296781824.0,174.309,4.399,0.267,3.968,81.911,83.867,3.764
Argentina,2007,40016766.0,714725195776.0,173.581,4.338,0.243,3.759,77.952,87.178,3.998
Argentina,2008,40424149.0,747157389312.0,187.342,4.634,0.251,3.975,88.658,90.12,3.99
Argentina,2009,40854832.0,705920827392.0,178.181,4.361,0.252,3.305,82.38,87.993,3.81
Argentina,2010,41288694.0,785785159680.0,185.946,4.504,0.237,4.082,90.145,86.928,4.178
Argentina,2011,41730655.0,837742690304.0,189.775,4.548,0.227,4.825,86.906,92.586,4.586
Argentina,2012,42161718.0,829147447296.0,191.362,4.539,0.231,5.078,85.587,95.381,4.184
Argentina,2013,42582454.0,849088348160.0,189.538,4.451,0.223,4.84,87.487,91.338,4.581
Argentina,2014,43024072.0,827750809600.0,188.397,4.379,0.228,5.536,84.292,92.844,4.336
Argentina,2015,43477009.0,850356666368.0,191.744,4.41,0.225,5.467,86.954,93.535,4.571
Argentina,2016,43900312.0,832669286400.0,189.92,4.326,0.228,4.192,84.556,96.303,4.029
Argentina,2017,44288898.0,856142118912.0,186.899,4.22,0.218,4.279,80.856,96.442,4.362
Argentina,2018,44654876.0,833736998912.0,180.599,4.044,0.217,4.356,74.392,96.123,4.369
Argentina,2019,44973468.0,817053892608.0,178.508,3.969,0.218,2.143,74.847,95.606,4.141
Argentina,2020,45191960.0,735814221824.0,165.121,3.654,0.224,3.224,67.319,89.083,3.508
Armenia,1991,3613977.0,27959799808.0,7.38,2.042,0.264,0.604,2.811,3.478,0.396
Armenia,1992,3571869.0,15777768448.0,5.724,1.602,0.363,0.374,1.773,3.477,0.099
Armenia,1993,3453338.0,13153115136.0,2.51,0.727,0.191,0.007,0.939,1.508,0.055
Armenia,1994,3364620.0,13441640448.0,2.685,0.798,0.2,0.095,0.942,1.616,0.032
Armenia,1995,3307585.0,14085548032.0,3.363,1.017,0.239,0.007,0.671,2.616,0.069
Armenia,1996,3278738.0,14363162624.0,2.5,0.763,0.174,0.015,0.366,2.041,0.078
Armenia,1997,3246292.0,14402224128.0,3.253,1.002,0.226,0.015,0.392,2.678,0.168
Armenia,1998,3208400.0,14841976832.0,3.419,1.066,0.23,0.015,0.406,2.789,0.209
Armenia,1999,3167282.0,14850694144.0,3.04,0.96,0.205,0.007,0.586,2.275,0.171
Armenia,2000,3125630.0,15244825600.0,3.491,1.117,0.229,0.0,0.788,2.565,0.139
Armenia,2001,3084350.0,16184137728.0,3.533,1.145,0.218,0.0,0.777,2.612,0.144
Armenia,2002,3055635.0,18018113536.0,3.077,1.007,0.171,0.048,0.816,2.002,0.211
Armenia,2003,3038976.0,19928772608.0,3.456,1.137,0.173,0.073,0.934,2.228,0.22
Armenia,2004,3022544.0,21350959104.0,3.691,1.221,0.173,0.0,0.92,2.473,0.298
Armenia,2005,3006360.0,23626539008.0,4.376,1.456,0.185,0.0,0.982,3.063,0.331
Armenia,2006,2990371.0,25937836032.0,4.402,1.472,0.17,0.004,0.92,3.14,0.338
Armenia,2007,2974825.0,28610365440.0,5.1,1.714,0.178,0.007,0.924,3.762,0.407
Armenia,2008,2959996.0,29672468480.0,5.575,1.883,0.188,0.007,1.033,4.122,0.412
Armenia,2009,2945518.0,24704737280.0,4.363,1.481,0.177,0.0,0.953,3.169,0.241
Armenia,2010,2931083.0,24485670912.0,4.253,1.451,0.174,0.004,1.008,2.953,0.288
Armenia,2011,2923267.0,24860520448.0,4.969,1.7,0.2,0.007,0.942,3.756,0.264
Armenia,2012,2922528.0,26634065920.0,5.748,1.967,0.216,0.007,0.898,4.565,0.278
Armenia,2013,2922528.0,27542824960.0,5.535,1.894,0.201,0.004,0.854,4.419,0.259
Armenia,2014,2922433.0,28536291328.0,5.604,1.918,0.196,0.004,0.864,4.493,0.244
Armenia,2015,2921179.0,29464864768.0,5.469,1.872,0.186,0.004,0.798,4.427,0.241
Armenia,2016,2918795.0,29522321408.0,5.203,1.783,0.176,0.004,0.807,4.239,0.154
Armenia,2017,2914967.0,31741804544.0,5.54,1.901,0.175,0.004,0.869,4.462,0.205
Armenia,2018,2909970.0,33400320000.0,5.822,2.001,0.174,0.004,0.828,4.676,0.315
Armenia,2019,2903975.0,35949092864.0,6.284,2.164,0.175,0.011,1.044,4.888,0.341
Armenia,2020,2890894.0,33378377728.0,6.795,2.351,0.204,0.029,1.455,4.899,0.413
Australia,1991,17353191.0,461302104064.0,279.534,16.109,0.606,146.083,88.177,32.786,3.183
Australia,1992,17549282.0,478633754624.0,284.529,16.213,0.594,150.049,87.849,33.97,2.923
Australia,1993,17722905.0,501524758528.0,288.874,16.299,0.576,150.096,90.318,35.67,3.005
Australia,1994,17897430.0,527993241600.0,293.701,16.41,0.556,151.376,91.854,37.032,3.484
Australia,1995,18095338.0,549038784512.0,305.056,16.858,0.556,155.735,96.068,39.847,3.358
Australia,1996,18305299.0,574765662208.0,311.941,17.041,0.543,160.388,98.664,39.781,3.244
Australia,1997,18504909.0,601472761856.0,320.333,17.311,0.533,167.683,98.381,41.09,3.185
Australia,1998,18701707.0,634847035392.0,334.136,17.867,0.526,177.614,99.142,43.506,3.475
Australia,1999,18909979.0,664520753152.0,343.959,18.189,0.518,183.231,100.809,45.564,3.52
Australia,2000,19132473.0,692059308032.0,350.008,18.294,0.506,185.797,102.65,46.61,3.621
Australia,2001,19365437.0,713890070528.0,357.784,18.475,0.501,190.082,103.174,49.326,3.541
Australia,2002,19595357.0,747065704448.0,362.537,18.501,0.485,191.147,105.452,50.589,3.488
Australia,2003,19819450.0,774451036160.0,369.63,18.65,0.477,195.386,109.666,49.912,3.584
Australia,2004,20046680.0,809792438272.0,383.159,19.113,0.473,202.225,113.748,52.83,3.555
Australia,2005,20294490.0,840092352512.0,386.176,19.029,0.46,200.715,116.504,54.458,3.664
Australia,2006,20590565.0,866678669312.0,392.36,19.055,0.453,204.401,117.364,55.777,3.888
Australia,2007,20954545.0,911250751488.0,399.475,19.064,0.438,203.559,119.32,61.006,3.972
Australia,2008,21370595.0,937889628160.0,404.84,18.944,0.432,204.688,122.931,61.744,3.863
Australia,2009,21783014.0,963129966592.0,407.094,18.689,0.423,206.066,122.373,63.087,3.829
Australia,2010,22141583.0,993854029824.0,405.131,18.297,0.408,200.552,124.551,64.246,3.549
Australia,2011,22479778.0,1024000327680.0,403.858,17.965,0.394,192.141,129.802,66.46,3.496
Australia,2012,22852649.0,1062662897664.0,406.197,17.775,0.382,189.154,133.681,67.7,3.518
Australia,2013,23236271.0,1086068031488.0,399.068,17.174,0.367,176.363,137.311,69.642,3.294
Australia,2014,23595599.0,1113888129024.0,392.729,16.644,0.353,168.146,137.536,70.591,3.138
Australia,2015,23947998.0,1139303383040.0,401.497,16.765,0.352,174.205,137.952,71.37,3.076
Australia,2016,24329961.0,1169967284224.0,410.388,16.868,0.351,179.562,137.699,73.804,2.931
Australia,2017,24731044.0,1197832929280.0,413.818,16.733,0.345,176.932,139.838,75.229,3.019
Australia,2018,25119700.0,1231576891392.0,415.591,16.544,0.337,169.401,144.034,78.346,2.942
Australia,2019,25482714.0,1255505526784.0,415.77,16.316,0.331,164.952,143.362,80.305,3.04
Australia,2020,25743787.0,1232259776512.0,399.184,15.506,0.324,156.681,135.404,83.221,2.82
Austria,1991,7757140.0,215992680448.0,65.782,8.48,0.305,18.7,31.407,12.502,2.005
Austria,1992,7842716.0,221400875008.0,60.283,7.686,0.272,14.385,30.152,12.518,2.105
Austria,1993,7907492.0,223462932480.0,60.709,7.677,0.272,13.274,31.266,13.023,2.032
Austria,1994,7938156.0,229749325824.0,61.083,7.695,0.266,13.459,30.716,13.658,2.102
Austria,1995,7950322.0,236824461312.0,64.061,8.058,0.27,15.425,30.854,14.901,1.631
Austria,1996,7960918.0,243480739840.0,67.405,8.467,0.277,15.069,33.778,15.797,1.634
Austria,1997,7969802.0,249847316480.0,67.302,8.445,0.269,16.157,32.853,15.301,1.761
Austria,1998,7978465.0,259776348160.0,66.937,8.39,0.258,13.707,34.66,15.717,1.599
Austria,1999,7993895.0,270186168320.0,65.668,8.215,0.243,13.876,32.813,16.102,1.607
Austria,2000,8012929.0,280410161152.0,66.177,8.259,0.236,15.751,32.161,15.264,1.712
Austria,2001,8042232.0,285335715840.0,70.166,8.725,0.246,16.562,34.409,16.156,1.72
Austria,2002,8081638.0,291231432704.0,71.969,8.905,0.247,16.736,36.056,16.069,1.736
Austria,2003,8122605.0,294489292800.0,77.396,9.528,0.263,17.941,39.081,17.267,1.754
Austria,2004,8173494.0,303692480512.0,77.694,9.506,0.256,17.766,39.1,17.662,1.79
Austria,2005,8229204.0,311441129472.0,79.092,9.611,0.254,17.862,39.394,18.701,1.797
Austria,2006,8269902.0,323236888576.0,76.812,9.288,0.238,17.866,38.134,17.498,1.954
Austria,2007,8296949.0,336303980544.0,74.112,8.932,0.22,17.456,36.624,16.496,2.131
Austria,2008,8323250.0,342892511232.0,73.49,8.829,0.214,17.028,35.481,17.436,2.133
Austria,2009,8345072.0,331119034368.0,67.307,8.065,0.203,12.83,34.415,17.035,1.799
Austria,2010,8365087.0,338832261120.0,72.008,8.608,0.213,15.497,34.795,18.777,1.622
Austria,2011,8393272.0,349713465344.0,69.901,8.328,0.2,15.818,33.282,17.73,1.666
Austria,2012,8431598.0,352093110272.0,67.274,7.979,0.191,14.685,32.639,16.945,1.673
Austria,2013,8481411.0,352182894592.0,67.767,7.99,0.192,14.959,33.457,16.331,1.656
Austria,2014,8547812.0,354511814656.0,64.166,7.507,0.181,13.801,32.42,14.946,1.639
Austria,2015,8644037.0,358108266496.0,66.357,7.677,0.185,14.371,32.997,15.966,1.701
Austria,2016,8737920.0,365232717824.0,67.217,7.693,0.184,13.334,34.108,16.736,1.729
Austria,2017,8798780.0,373481668608.0,69.598,7.91,0.186,14.023,34.544,17.975,1.71
Austria,2018,8841652.0,382540021760.0,66.562,7.528,0.174,12.294,34.082,17.018,1.827
Austria,2019,8880875.0,388344676352.0,67.946,7.651,0.175,13.004,34.084,17.79,1.771
Austria,2020,8921402.0,363281088512.0,62.176,6.969,0.171,11.371,30.775,16.959,1.821
Azerbaijan,1991,7314314.0,53426622464.0,50.047,6.842,0.937,0.251,22.515,26.636,0.467
Azerbaijan,1992,7405779.0,41795293184.0,56.174,7.585,1.344,0.066,31.225,22.6,0.379
Azerbaijan,1993,7504118.0,32486438912.0,48.406,6.451,1.49,0.011,30.818,17.283,0.294
Azerbaijan,1994,7608896.0,26372096000.0,41.945,5.513,1.591,0.004,25.032,16.671,0.237
Azerbaijan,1995,7719283.0,23188275200.0,33.309,4.315,1.436,0.015,19.885,13.308,0.103
Azerbaijan,1996,7830982.0,24026380288.0,31.242,3.99,1.3,0.015,19.37,11.737,0.12
Azerbaijan,1997,7936220.0,26436933632.0,29.843,3.76,1.129,0.015,18.551,11.062,0.175
Azerbaijan,1998,8025808.0,28328460288.0,31.785,3.96,1.122,0.004,20.948,10.599,0.115
Azerbaijan,2007,8828316.0,109944250368.0,30.037,3.402,0.273,0.022,11.456,17.578,0.817
Azerbaijan,2008,8942637.0,123129995264.0,33.037,3.694,0.268,0.015,10.607,20.738,0.77
Azerbaijan,2009,9046336.0,136020230144.0,29.103,3.217,0.214,0.015,9.241,18.789,0.621
Azerbaijan,2010,9146852.0,144296574976.0,27.549,3.012,0.191,0.022,8.695,17.968,0.617
Azerbaijan,2011,9256154.0,145980473344.0,30.21,3.264,0.207,0.018,10.264,19.026,0.465
Azerbaijan,2012,9376181.0,149196423168.0,32.773,3.495,0.22,0.015,11.641,19.833,0.658
Azerbaijan,2013,9504417.0,157913972736.0,33.555,3.53,0.212,0.011,12.066,19.936,0.722
Azerbaijan,2014,9631136.0,162332393472.0,34.348,3.566,0.212,0.007,11.633,21.2,0.925
Azerbaijan,2015,9752859.0,164036902912.0,34.683,3.556,0.211,0.011,11.532,21.935,0.843
Azerbaijan,2016,9868434.0,159010799616.0,34.727,3.519,0.218,0.004,12.139,21.508,0.726
Azerbaijan,2017,9968511.0,159255674880.0,34.699,3.481,0.218,0.004,12.59,20.892,0.929
Azerbaijan,2018,10039778.0,161644511232.0,34.569,3.443,0.214,0.004,11.827,21.284,1.083
Azerbaijan,2019,10110486.0,165653299200.0,37.746,3.733,0.228,0.004,12.107,24.119,1.096
Azerbaijan,2020,10181736.0,158697521152.0,36.233,3.559,0.228,0.004,10.623,24.335,1.018
Bangladesh,1991,113787112.0,117331558400.0,14.753,0.13,0.126,0.341,5.276,9.057,0.079
Bangladesh,1992,115952198.0,123425136640.0,15.391,0.133,0.125,0.322,5.386,9.607,0.075
Bangladesh,1993,118132363.0,129907351552.0,16.074,0.136,0.124,0.121,5.491,10.389,0.073
Bangladesh,1994,120343183.0,137432653824.0,17.553,0.146,0.128,0.099,5.91,11.472,0.072
Bangladesh,1995,122600371.0,145833066496.0,21.056,0.172,0.144,1.22,6.738,13.029,0.069
Bangladesh,1996,124862185.0,155028881408.0,21.507,0.172,0.139,0.678,7.178,13.498,0.154
Bangladesh,1997,127198069.0,165329616896.0,23.144,0.182,0.14,1.227,8.424,13.264,0.229
Bangladesh,1998,129622333.0,175900622848.0,23.216,0.179,0.132,0.352,8.271,14.325,0.269
Bangladesh,1999,132108064.0,187794882560.0,25.093,0.19,0.134,0.176,8.871,15.616,0.431
Bangladesh,2000,134544303.0,200824291328.0,26.539,0.197,0.132,1.253,7.702,16.88,0.704
Bangladesh,2001,136805812.0,213164802048.0,31.064,0.227,0.146,1.33,9.896,18.903,0.935
Bangladesh,2002,138933659.0,226285289472.0,32.007,0.23,0.141,1.33,9.906,19.886,0.885
Bangladesh,2003,140970356.0,242325880832.0,33.496,0.238,0.138,1.367,9.901,21.393,0.835
Bangladesh,2004,142902855.0,260372742144.0,35.982,0.252,0.138,1.451,10.655,23.091,0.785
Bangladesh,2005,144715789.0,280264343552.0,37.717,0.261,0.135,1.605,10.639,24.722,0.751
Bangladesh,2006,146405982.0,303255453696.0,41.726,0.285,0.138,1.81,10.959,28.257,0.7
Bangladesh,2007,147989283.0,327072514048.0,42.675,0.288,0.13,2.209,10.207,29.577,0.682
Bangladesh,2008,149474264.0,349461381120.0,45.341,0.303,0.13,2.469,9.951,32.222,0.699
Bangladesh,2009,150873716.0,372693237760.0,49.188,0.326,0.132,3.015,10.032,35.442,0.699
Bangladesh,2010,152201977.0,400087810048.0,54.036,0.355,0.135,3.074,10.885,39.397,0.68
Bangladesh,2011,153591075.0,431418703872.0,55.593,0.362,0.129,2.836,13.865,38.197,0.695
Bangladesh,2012,155070111.0,458456629248.0,59.704,0.385,0.13,3.422,15.576,40.015,0.675
Bangladesh,2013,156532135.0,486135234560.0,64.763,0.414,0.133,3.748,16.312,43.942,0.743
Bangladesh,2014,157964931.0,516793794560.0,67.552,0.428,0.131,3.507,18.288,44.974,0.752
Bangladesh,2015,159383180.0,552104755200.0,76.949,0.483,0.139,8.607,18.728,48.495,1.062
Bangladesh,2016,160811935.0,589932658688.0,81.762,0.508,0.139,6.075,21.643,52.901,1.116
Bangladesh,2017,162186147.0,630957801472.0,86.53,0.534,0.137,7.152,25.476,52.685,1.206
Bangladesh,2018,163523108.0,678912393216.0,86.611,0.53,0.128,8.179,24.364,52.656,1.394
Bangladesh,2019,164913060.0,717214580736.0,94.808,0.575,0.132,8.68,25.19,59.415,1.496
Bangladesh,2020,166298024.0,754358353920.0,95.454,0.574,0.127,10.549,23.64,59.848,1.39
Belarus,1991,10193888.0,114005540864.0,104.072,10.209,0.913,9.872,64.549,25.384,0.947
Belarus,1992,10217561.0,101880791040.0,93.483,9.149,0.918,8.734,47.716,33.09,0.908
Belarus,1993,10241320.0,93050208256.0,80.562,7.866,0.866,7.663,39.451,30.05,0.854
Belarus,1994,10230192.0,81212661760.0,67.879,6.635,0.836,6.312,32.582,26.765,0.63
Belarus,1995,10197466.0,71373340672.0,60.906,5.973,0.853,5.889,28.607,24.34,0.563
Belarus,1996,10164023.0,72504131584.0,61.735,6.074,0.851,5.843,27.511,26.23,0.637
Belarus,1997,10122364.0,79868076032.0,61.588,6.084,0.771,5.03,23.729,30.213,0.825
Belarus,1998,10080580.0,85602467840.0,60.073,5.959,0.702,4.777,23.02,29.595,0.914
Belarus,1999,10039223.0,87455006720.0,57.966,5.774,0.663,4.112,20.823,30.693,0.885
Belarus,2000,9991311.0,91419115520.0,54.906,5.495,0.601,4.198,17.209,31.337,0.862
Belarus,2001,9938068.0,94624120832.0,54.003,5.434,0.571,3.735,16.439,31.648,0.822
Belarus,2002,9873451.0,98263261184.0,53.844,5.453,0.548,3.227,16.129,31.999,0.982
Belarus,2003,9803174.0,103937867776.0,55.088,5.619,0.53,3.142,15.545,33.6,1.164
Belarus,2004,9735090.0,114486403072.0,58.254,5.984,0.509,2.97,15.873,36.354,1.301
Belarus,2005,9667831.0,123858067456.0,59.31,6.135,0.479,2.963,15.957,36.976,1.466
Belarus,2006,9608041.0,134673940480.0,61.744,6.426,0.458,2.892,17.94,37.419,1.572
Belarus,2007,9563136.0,144615686144.0,60.218,6.297,0.416,2.793,16.007,37.868,1.617
Belarus,2008,9529357.0,157577035776.0,62.836,6.594,0.399,2.628,17.911,38.635,1.808
Belarus,2009,9507334.0,156010266624.0,60.578,6.372,0.388,2.677,22.486,31.82,1.874
Belarus,2010,9490752.0,166239895552.0,62.445,6.58,0.376,2.901,16.326,39.553,1.97
