country,year,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2
Saudi Arabia,2013,28026826.0,1461615722496.0,583.611,20.823,0.399,0.239,359.381,192.011,28.223
Saudi Arabia,2014,28998127.0,1520484220928.0,585.568,20.193,0.385,0.257,355.28,196.522,29.854
Saudi Arabia,2015,29974944.0,1591796957184.0,624.999,20.851,0.393,0.26,390.524,200.498,29.67
Saudi Arabia,2016,30717804.0,1629412655104.0,641.662,20.889,0.394,0.37,395.727,212.801,28.879
Saudi Arabia,2017,30782402.0,1628276523008.0,613.685,19.936,0.377,0.55,361.926,222.859,23.998
Saudi Arabia,2018,30365119.0,1673254010880.0,637.487,20.994,0.381,0.48,376.489,231.046,25.135
Saudi Arabia,2019,30472810.0,1687180148736.0,657.588,21.579,0.39,0.513,395.297,233.226,24.604
Saudi Arabia,2020,30991205.0,1613932920832.0,616.086,19.879,0.382,0.432,350.85,234.954,25.593
Senegal,2002,10466217.0,21289207808.0,4.437,0.424,0.208,0.271,3.495,0.007,0.663
Senegal,2003,10721176.0,22622570496.0,4.928,0.46,0.218,0.282,3.947,0.022,0.677
Senegal,2004,10975709.0,23858337792.0,5.238,0.477,0.22,0.37,3.891,0.026,0.951
Senegal,2005,11235473.0,25111740416.0,5.539,0.493,0.221,0.37,4.104,0.026,1.04
Senegal,2006,11500093.0,25681643520.0,4.422,0.385,0.172,0.447,2.821,0.022,1.132
Senegal,2007,11770349.0,26900865024.0,4.863,0.413,0.181,0.707,2.913,0.022,1.221
Senegal,2008,12048962.0,27862112256.0,4.74,0.393,0.17,0.597,2.935,0.022,1.186
Senegal,2009,12337391.0,28495333376.0,5.258,0.426,0.185,0.74,3.206,0.033,1.279
Senegal,2010,12635418.0,29674469376.0,6.862,0.543,0.231,0.674,4.573,0.048,1.568
Senegal,2011,12958902.0,30201415680.0,7.819,0.603,0.259,0.942,5.051,0.037,1.789
Senegal,2012,13310499.0,31410374656.0,7.362,0.553,0.234,0.817,4.697,0.055,1.793
Senegal,2013,13710857.0,32167997440.0,7.853,0.573,0.244,0.814,4.934,0.084,2.021
Senegal,2014,14152101.0,34170130432.0,8.724,0.616,0.255,1.099,5.654,0.073,1.898
Senegal,2015,14593336.0,36345741312.0,9.845,0.675,0.271,1.15,6.859,0.048,1.788
Senegal,2016,15034517.0,38655885312.0,10.016,0.666,0.259,1.205,6.771,0.044,1.995
Senegal,2017,15475001.0,41519120384.0,10.76,0.695,0.259,1.44,7.258,0.037,2.014
Senegal,2018,15914495.0,44097040384.0,11.33,0.712,0.257,2.261,6.951,0.022,2.097
Senegal,2019,16352926.0,46131675136.0,12.713,0.777,0.276,2.088,7.971,0.029,2.625
Senegal,2020,16789215.0,46743392256.0,10.821,0.645,0.231,1.348,6.72,0.026,2.727
Serbia,1991,7867068.0,68073340928.0,40.928,5.202,0.601,26.454,8.272,4.77,1.369
Serbia,1992,7859811.0,50213318656.0,43.684,5.558,0.87,32.791,4.842,5.185,0.866
Serbia,1993,7849722.0,35705126912.0,38.096,4.853,1.067,30.587,3.64,3.396,0.472
Serbia,1994,7837159.0,37491187712.0,37.04,4.726,0.988,31.355,3.447,1.524,0.714
Serbia,1995,7823281.0,40606793728.0,39.141,5.003,0.964,32.701,3.63,2.043,0.767
Serbia,1996,7807718.0,43633610752.0,45.825,5.869,1.05,32.415,7.27,5.125,1.014
Serbia,1997,7789183.0,47961714688.0,49.265,6.325,1.027,33.097,10.13,5.096,0.942
Serbia,1998,7765929.0,50248495104.0,51.882,6.681,1.033,37.345,8.888,4.575,1.074
Serbia,1999,7734364.0,42108006400.0,35.791,4.627,0.85,27.52,4.202,3.305,0.764
Serbia,2000,7694608.0,45972176896.0,44.95,5.842,0.978,35.53,4.875,3.499,1.046
Serbia,2001,7651927.0,49551966208.0,49.308,6.444,0.995,35.7,8.445,3.954,1.209
Serbia,2002,7616742.0,54169284608.0,52.23,6.857,0.964,37.381,9.661,3.978,1.211
Serbia,2003,7590946.0,57670213632.0,55.824,7.354,0.968,39.849,10.754,4.162,1.059
Serbia,2004,7565843.0,64122163200.0,60.167,7.952,0.938,41.321,12.404,5.285,1.157
Serbia,2005,7539139.0,69083766784.0,51.634,6.849,0.747,31.899,14.091,4.456,1.188
Serbia,2006,7511394.0,74079354880.0,60.838,8.099,0.821,40.066,14.89,4.558,1.324
Serbia,2007,7482996.0,80235724800.0,59.554,7.959,0.742,39.989,13.597,4.602,1.366
Serbia,2008,7454285.0,86433153024.0,51.778,6.946,0.599,35.49,10.274,4.58,1.435
Serbia,2009,7425346.0,85543116800.0,45.895,6.181,0.537,31.47,10.153,3.191,1.081
Serbia,2010,7395872.0,88047935488.0,45.696,6.179,0.519,30.819,9.584,4.243,1.051
Serbia,2011,7364857.0,91032739840.0,48.957,6.647,0.538,34.277,9.296,4.353,1.032
Serbia,2012,7324624.0,90412310528.0,43.744,5.972,0.484,30.114,8.893,3.84,0.878
Serbia,2013,7276184.0,93027614720.0,44.569,6.125,0.479,31.287,8.215,4.272,0.772
Serbia,2014,7227203.0,91548934144.0,37.208,5.148,0.406,24.626,8.215,3.682,0.666
Serbia,2015,7177257.0,93202358272.0,43.777,6.099,0.47,30.568,8.49,4.005,0.687
Serbia,2016,7126083.0,96313999360.0,45.043,6.321,0.468,31.07,8.89,4.328,0.748
Serbia,2017,7073508.0,98337718272.0,45.53,6.437,0.463,31.022,8.871,4.844,0.792
Serbia,2018,7020016.0,102758121472.0,44.32,6.313,0.431,29.605,8.966,4.88,0.869
Serbia,2019,6966154.0,107209326592.0,44.278,6.356,0.413,29.601,9.222,4.562,0.893
Serbia,2020,6907817.0,106240983040.0,45.17,6.539,0.425,31.03,8.603,4.554,0.981
Singapore,1992,3226461.0,80052592640.0,47.441,14.704,0.593,0.066,46.46,0.916,0.0
Singapore,1993,3317893.0,89698197504.0,49.662,14.968,0.554,0.073,46.863,2.726,0.0
Singapore,1994,3417815.0,100708564992.0,60.086,17.58,0.597,0.088,56.748,3.25,0.0
Singapore,1995,3533624.0,109097197568.0,40.546,11.474,0.372,0.04,37.124,3.382,0.0
Singapore,1996,3664566.0,120135524352.0,48.013,13.102,0.4,0.0,44.997,3.016,0.0
Singapore,1997,3796630.0,132363362304.0,56.737,14.944,0.429,0.0,53.762,2.975,0.0
Singapore,1998,3901418.0,131914186752.0,47.412,12.153,0.359,0.0,44.155,3.257,0.0
Singapore,1999,3966562.0,139187634176.0,49.2,12.404,0.353,0.0,46.547,2.653,0.0
Singapore,2000,4035251.0,152153571328.0,37.369,9.261,0.246,0.0,34.661,2.708,0.0
Singapore,2001,4116169.0,152550785024.0,38.525,9.359,0.253,0.0,34.437,4.089,0.0
Singapore,2002,4146898.0,157982998528.0,40.208,9.696,0.255,0.0,33.573,6.636,0.0
Singapore,2003,4138241.0,160287784960.0,39.534,9.553,0.247,0.033,29.238,10.263,0.0
Singapore,2004,4172766.0,175483142144.0,41.0,9.826,0.234,0.04,28.86,12.099,0.0
Singapore,2005,4268361.0,190691508224.0,39.6,9.278,0.208,0.044,28.081,11.475,0.0
Singapore,2006,4407064.0,211578601472.0,40.6,9.212,0.192,0.029,28.197,12.373,0.0
Singapore,2007,4596515.0,237920174080.0,41.1,8.942,0.173,0.051,27.796,13.253,0.0
Singapore,2008,4806742.0,252508192768.0,40.2,8.363,0.159,0.033,26.603,13.564,0.0
Singapore,2009,4968573.0,256114458624.0,40.8,8.212,0.159,0.029,27.06,13.711,0.0
Singapore,2010,5077019.0,297586786304.0,44.4,8.745,0.149,0.051,29.49,14.859,0.0
Singapore,2011,5182242.0,319718129664.0,47.0,9.069,0.147,0.033,31.958,15.009,0.0
Singapore,2012,5293344.0,333899235328.0,46.1,8.709,0.138,0.11,29.716,16.274,0.0
Singapore,2013,5385589.0,349985243136.0,47.0,8.727,0.134,1.136,27.54,18.324,0.0
Singapore,2014,5457899.0,363759075328.0,47.6,8.721,0.131,1.678,26.708,19.214,0.0
Singapore,2015,5525343.0,374587424768.0,49.4,8.941,0.132,1.751,28.094,19.555,0.0
Singapore,2016,5577937.0,388078796800.0,49.1,8.803,0.127,1.832,27.222,20.046,0.0
Singapore,2017,5604087.0,405715943424.0,50.1,8.94,0.123,3.866,26.079,20.156,0.0
Singapore,2018,5634367.0,420222009344.0,50.3,8.927,0.12,2.056,27.66,20.584,0.0
Singapore,2019,5669562.0,425816260608.0,49.0,8.643,0.115,1.971,26.14,20.888,0.0
Singapore,2020,5620150.0,409204981760.0,46.7,8.309,0.114,1.865,23.718,21.117,0.0
Slovakia,1991,5284876.0,55297376256.0,53.332,10.091,0.964,28.848,10.417,12.032,1.038
Slovakia,1992,5306445.0,51864850432.0,48.928,9.22,0.943,25.832,8.855,12.131,1.307
Slovakia,1993,5326361.0,55439228928.0,46.396,8.711,0.837,24.649,8.144,11.678,1.029
Slovakia,1994,5343230.0,58762731520.0,43.805,8.198,0.745,22.188,8.316,11.278,1.115
Slovakia,1995,5354287.0,63261331456.0,44.196,8.254,0.699,21.334,8.16,12.516,1.155
Slovakia,1996,5362429.0,67378061312.0,44.077,8.22,0.654,20.727,8.093,13.136,1.1
Slovakia,1997,5369781.0,71311499264.0,44.149,8.222,0.619,20.47,8.077,13.399,1.215
Slovakia,1998,5374801.0,74015465472.0,43.879,8.164,0.593,19.133,8.017,13.792,1.822
Slovakia,1999,5378105.0,73695870976.0,43.092,8.012,0.585,18.345,7.758,14.002,1.827
Slovakia,2000,5380001.0,74595098624.0,41.192,7.656,0.552,17.69,7.351,13.809,1.19
Slovakia,2001,5379439.0,76744253440.0,43.279,8.045,0.564,18.319,7.97,14.544,1.209
Slovakia,2002,5377685.0,80059375616.0,42.095,7.828,0.526,17.89,7.968,13.724,1.165
Slovakia,2003,5376198.0,84281958400.0,42.425,7.891,0.503,18.818,8.032,13.375,0.922
Slovakia,2004,5376039.0,88594620416.0,42.92,7.984,0.484,18.865,8.259,13.16,1.217
Slovakia,2005,5376696.0,94444699648.0,42.926,7.984,0.455,17.631,9.218,13.389,1.256
Slovakia,2006,5376847.0,102275719168.0,42.751,7.951,0.418,18.644,8.833,12.475,1.389
Slovakia,2007,5376995.0,113160249344.0,41.154,7.654,0.364,17.428,9.171,11.648,1.485
Slovakia,2008,5379125.0,119380221952.0,41.551,7.724,0.348,16.928,9.508,12.035,1.604
Slovakia,2009,5385074.0,112760233984.0,37.8,7.019,0.335,15.909,8.893,10.646,1.213
Slovakia,2010,5391857.0,118344318976.0,38.462,7.133,0.325,15.945,9.238,11.259,0.86
Slovakia,2011,5398104.0,120554971136.0,38.046,7.048,0.316,16.191,8.757,10.649,1.262
Slovakia,2012,5404877.0,122144694272.0,35.963,6.654,0.294,14.461,9.009,10.299,1.096
Slovakia,2013,5410422.0,122917617664.0,35.623,6.584,0.29,14.153,8.876,10.482,1.135
Slovakia,2014,5415237.0,126232944640.0,33.708,6.225,0.267,13.966,8.754,8.721,1.267
Slovakia,2015,5420279.0,132755570688.0,34.528,6.37,0.26,13.797,9.537,8.957,1.309
Slovakia,2016,5427262.0,135336427520.0,34.963,6.442,0.258,13.701,9.899,9.105,1.341
Slovakia,2017,5435704.0,139312660480.0,36.167,6.654,0.26,14.158,10.012,9.642,1.367
Slovakia,2018,5443230.0,144927522816.0,36.16,6.643,0.25,14.095,10.128,9.581,1.347
Slovakia,2019,5450626.0,148579172352.0,33.831,6.207,0.228,11.674,10.22,9.578,1.404
Slovakia,2020,5455028.0,143565094912.0,31.154,5.711,0.217,9.854,9.512,9.492,1.443
Slovenia,1991,1999192.0,32795389952.0,13.973,6.99,0.426,6.36,5.122,1.768,0.417
Slovenia,1992,1995863.0,30913204224.0,13.883,6.956,0.449,6.818,4.909,1.478,0.385
Slovenia,1993,1990814.0,31743129600.0,14.251,7.158,0.449,6.296,5.909,1.477,0.289
Slovenia,1994,1988260.0,33346742272.0,14.636,7.361,0.439,5.965,6.473,1.519,0.383
Slovenia,1995,1988099.0,35684024320.0,15.354,7.723,0.43,6.07,7.058,1.532,0.406
Slovenia,1996,1986792.0,36825997312.0,15.999,8.053,0.434,5.591,8.068,1.634,0.436
Slovenia,1997,1984399.0,38526558208.0,16.507,8.318,0.428,6.022,8.198,1.567,0.441
Slovenia,1998,1980071.0,39631441920.0,16.039,8.1,0.405,6.181,7.501,1.627,0.46
Slovenia,1999,1981198.0,41542295552.0,15.412,7.779,0.371,5.563,7.447,1.669,0.465
Slovenia,2000,1986818.0,43078787072.0,15.054,7.577,0.349,5.819,6.792,1.705,0.491
Slovenia,2001,1989685.0,44148367360.0,16.303,8.194,0.369,6.488,7.286,1.75,0.505
Slovenia,2002,1991573.0,45659926528.0,16.565,8.317,0.363,6.897,7.236,1.714,0.443
Slovenia,2003,1992502.0,46758350848.0,16.272,8.166,0.348,6.484,7.158,1.884,0.451
Slovenia,2004,1993549.0,48578174976.0,16.705,8.379,0.344,6.686,7.354,1.898,0.473
Slovenia,2005,1996914.0,50309132288.0,16.936,8.481,0.337,6.651,7.538,1.928,0.487
Slovenia,2006,2003113.0,52944719872.0,17.178,8.576,0.324,6.697,7.708,1.902,0.512
Slovenia,2007,2014161.0,56590131200.0,17.343,8.611,0.306,6.941,7.607,1.886,0.543
Slovenia,2008,2025090.0,57981923328.0,18.278,9.026,0.315,6.68,8.784,1.878,0.593
Slovenia,2009,2035611.0,53266132992.0,16.204,7.96,0.304,6.141,7.571,1.785,0.422
Slovenia,2010,2044612.0,53649776640.0,16.46,8.05,0.307,6.284,7.624,1.882,0.358
Slovenia,2011,2048805.0,53761445888.0,16.359,7.985,0.304,6.327,7.656,1.751,0.306
Slovenia,2012,2053321.0,52342431744.0,15.76,7.675,0.301,5.992,7.461,1.684,0.316
Slovenia,2013,2056452.0,51803648000.0,15.128,7.356,0.292,5.741,7.098,1.643,0.391
Slovenia,2014,2058396.0,53237653504.0,13.561,6.588,0.255,4.505,6.94,1.488,0.418
Slovenia,2015,2059947.0,54414237696.0,13.645,6.624,0.251,4.615,6.867,1.578,0.367
Slovenia,2016,2061379.0,56151179264.0,14.458,7.014,0.257,4.964,7.235,1.684,0.344
Slovenia,2017,2062410.0,58855038976.0,14.617,7.087,0.248,4.907,7.306,1.753,0.41
Slovenia,2018,2069484.0,61476691968.0,14.52,7.016,0.236,4.792,7.32,1.72,0.45
Slovenia,2019,2083436.0,63598211072.0,14.039,6.739,0.221,4.53,7.048,1.753,0.478
Slovenia,2020,2102419.0,60849950720.0,12.855,6.114,0.211,4.391,6.01,1.75,0.475
South Africa,1991,41687903.0,237880803328.0,326.027,7.821,1.371,277.713,41.238,3.492,3.584
South Africa,1992,42443510.0,238567243776.0,301.325,7.099,1.263,259.668,34.753,3.517,3.387
South Africa,1993,43297154.0,247203446784.0,320.345,7.399,1.296,289.723,23.156,3.924,3.541
South Africa,1994,44004140.0,261851807744.0,338.698,7.697,1.293,299.202,31.646,3.924,3.801
South Africa,1995,44541559.0,277583790080.0,361.694,8.12,1.303,319.53,33.767,3.924,4.357
South Africa,1996,45123022.0,296908029952.0,363.732,8.061,1.225,324.11,31.65,3.532,4.318
South Africa,1997,45666836.0,311987503104.0,385.223,8.436,1.235,333.296,44.243,3.155,4.324
South Africa,1998,46223887.0,320149749760.0,377.262,8.162,1.178,325.821,44.587,2.656,3.952
South Africa,1999,46730332.0,334638448640.0,374.891,8.022,1.12,336.747,30.69,3.473,3.777
South Africa,2000,47159714.0,356072095744.0,378.307,8.022,1.062,337.883,33.302,3.199,3.672
South Africa,2001,47566805.0,374889021440.0,371.624,7.813,0.991,337.693,25.886,4.155,3.636
South Africa,2002,48019414.0,396137562112.0,356.523,7.425,0.9,325.528,22.449,4.122,4.205
South Africa,2003,48500349.0,413710090240.0,404.41,8.338,0.978,357.445,39.744,2.47,4.458
South Africa,2004,48991420.0,439265853440.0,449.307,9.171,1.023,384.086,54.238,6.364,4.335
South Africa,2005,49490041.0,470188851200.0,416.201,8.41,0.885,376.718,27.832,6.313,5.068
South Africa,2006,49998272.0,505574490112.0,446.77,8.936,0.884,382.017,53.08,6.126,5.333
South Africa,2007,50528577.0,542976212992.0,465.045,9.204,0.856,392.172,59.332,7.892,5.491
South Africa,2008,51114595.0,571660828672.0,494.698,9.678,0.865,418.3,62.765,8.119,5.343
South Africa,2009,51728518.0,574768021504.0,474.523,9.173,0.826,390.674,71.071,7.039,5.571
South Africa,2010,52344045.0,607601623040.0,463.0,8.845,0.762,394.437,54.458,8.867,5.045
South Africa,2011,52995210.0,645388107776.0,465.908,8.792,0.722,389.67,62.665,8.801,4.638
South Africa,2012,53782569.0,660853030912.0,458.965,8.534,0.695,392.821,52.183,9.255,4.633
South Africa,2013,54678790.0,677278318592.0,458.647,8.388,0.677,392.664,51.655,9.384,4.893
South Africa,2014,55594838.0,686853914624.0,471.965,8.489,0.687,399.204,58.756,9.043,4.911
South Africa,2015,56723537.0,695933206528.0,446.349,7.869,0.641,377.026,53.894,9.966,5.419
South Africa,2016,57259550.0,700558016512.0,457.09,7.983,0.652,384.493,59.049,7.815,5.691
South Africa,2017,57635158.0,708670128128.0,439.996,7.634,0.621,369.921,57.224,7.339,5.481
South Africa,2018,58613000.0,719458336768.0,434.581,7.414,0.604,355.115,64.823,9.12,5.466
South Africa,2019,59587880.0,721641603072.0,464.114,7.789,0.643,394.345,55.169,9.105,5.453
South Africa,2020,60562374.0,675871719424.0,434.067,7.167,0.642,373.889,45.408,9.644,5.071
South Korea,1991,44439149.0,651871518720.0,275.688,6.204,0.423,94.094,151.671,7.441,18.962
South Korea,1992,44653700.0,687368634368.0,299.905,6.716,0.436,91.32,173.971,9.733,21.129
South Korea,1993,44887722.0,729369214976.0,330.174,7.356,0.453,99.62,189.427,12.159,24.7
South Korea,1994,45130842.0,791073849344.0,355.695,7.881,0.45,101.801,206.573,16.186,26.84
South Korea,1995,45368425.0,860793733120.0,383.665,8.457,0.446,105.3,226.079,19.574,28.105
South Korea,1996,45638701.0,919812636672.0,420.996,9.225,0.458,122.689,239.471,25.859,28.309
South Korea,1997,45941541.0,967604895744.0,444.968,9.686,0.46,133.313,246.07,31.427,29.32
South Korea,1998,46230883.0,908368084992.0,378.038,8.177,0.416,137.598,183.586,29.399,22.879
South Korea,1999,46500382.0,1004162514944.0,410.519,8.828,0.409,145.635,200.628,35.797,23.719
South Korea,2000,46766659.0,1086261690368.0,439.981,9.408,0.405,163.883,206.229,40.204,24.756
South Korea,2001,47043466.0,1127616217088.0,455.631,9.685,0.404,174.626,206.083,44.163,25.665
South Korea,2002,47299118.0,1203066634240.0,476.065,10.065,0.396,187.637,207.116,49.069,27.107
South Korea,2003,47514158.0,1229830488064.0,485.213,10.212,0.395,195.319,205.372,51.401,27.92
South Korea,2004,47697076.0,1281243873280.0,491.389,10.302,0.384,203.138,196.256,60.234,26.124
South Korea,2005,47851646.0,1322354606080.0,498.688,10.422,0.377,209.293,195.069,65.27,23.326
South Korea,2006,48006518.0,1381281431552.0,503.478,10.488,0.365,216.428,190.054,67.995,23.14
South Korea,2007,48178122.0,1446721486848.0,521.709,10.829,0.361,228.427,187.258,73.37,26.275
South Korea,2008,48356486.0,1477425233920.0,532.651,11.015,0.361,253.041,171.088,75.924,26.08
South Korea,2009,48546689.0,1477640585216.0,537.82,11.078,0.364,262.395,172.708,72.171,24.553
South Korea,2010,48769330.0,1562822836224.0,594.339,12.187,0.38,295.05,176.156,91.541,24.297
South Korea,2011,49127641.0,1609219833856.0,623.443,12.69,0.387,320.169,171.469,98.513,24.721
South Korea,2012,49599579.0,1647889350656.0,627.943,12.66,0.381,316.99,170.817,106.566,24.849
South Korea,2013,50071168.0,1700045127680.0,634.581,12.674,0.373,320.644,168.582,111.531,25.05
South Korea,2014,50539055.0,1754480640000.0,629.366,12.453,0.359,331.304,161.534,101.445,25.412
South Korea,2015,50983908.0,1803763843072.0,634.177,12.439,0.352,335.411,170.594,92.589,25.779
South Korea,2016,51297837.0,1856920748032.0,637.914,12.435,0.344,320.697,184.034,96.655,26.672
South Korea,2017,51486268.0,1915599585280.0,654.537,12.713,0.342,337.669,179.413,100.861,26.351
South Korea,2018,51640894.0,1971285917696.0,670.169,12.977,0.34,340.348,177.633,117.173,24.702
South Korea,2019,51767843.0,2015521669120.0,646.102,12.481,0.321,321.606,175.797,113.586,24.93
South Korea,2020,51858480.0,2001231675392.0,597.634,11.524,0.299,282.883,165.068,116.635,22.866
Spain,1991,39201749.0,786757910528.0,240.009,6.122,0.305,82.396,127.755,13.463,11.701
Spain,1992,39420344.0,803260989440.0,248.412,6.302,0.309,85.65,133.044,14.57,10.438
Spain,1993,39651627.0,794221281280.0,239.809,6.048,0.302,82.449,128.569,14.168,9.914
Spain,1994,39858722.0,820138278912.0,252.047,6.324,0.307,82.941,137.166,15.212,11.499
Spain,1995,40052733.0,855020273664.0,265.779,6.636,0.311,85.879,143.469,18.878,12.365
Spain,1996,40237375.0,885027504128.0,253.237,6.294,0.286,72.659,142.029,21.289,12.115
Spain,1997,40423823.0,925901389824.0,265.567,6.57,0.287,75.331,144.683,27.489,12.752
Spain,1998,40617436.0,976805822464.0,274.318,6.754,0.281,73.456,152.941,28.462,13.809
Spain,1999,40812855.0,1031651262464.0,297.773,7.296,0.289,83.531,161.365,32.502,14.432
Spain,2000,41019773.0,1094998753280.0,310.072,7.559,0.283,88.321,163.469,37.153,14.728
Spain,2001,41245604.0,1147959115776.0,311.809,7.56,0.272,81.098,169.399,39.97,15.014
Spain,2002,41755702.0,1191323500544.0,331.95,7.95,0.279,90.917,173.921,45.027,15.53
Spain,2003,42506541.0,1239651844096.0,336.333,7.912,0.271,84.293,178.25,51.279,16.038
Spain,2004,43234563.0,1289831710720.0,353.011,8.165,0.274,87.367,183.598,58.736,16.292
Spain,2005,43958884.0,1348839669760.0,368.339,8.379,0.273,87.766,187.751,68.912,16.792
Spain,2006,44695446.0,1415738556416.0,359.654,8.047,0.254,77.952,183.443,74.012,16.745
Spain,2007,45516501.0,1481143222272.0,367.401,8.072,0.248,84.629,182.939,75.626,16.824
Spain,2008,46235055.0,1510615285760.0,335.889,7.265,0.222,59.334,173.209,82.523,14.389
Spain,2009,46635182.0,1468765831168.0,296.501,6.358,0.202,45.081,161.035,73.68,11.402
Spain,2010,46840470.0,1480376320000.0,282.938,6.04,0.191,36.352,156.339,73.623,11.197
Spain,2011,46998040.0,1477187469312.0,283.801,6.039,0.192,54.215,146.018,68.024,9.523
Spain,2012,47018321.0,1433478627328.0,278.061,5.914,0.194,63.253,134.678,65.077,8.754
Spain,2013,46860393.0,1413362089984.0,251.942,5.376,0.178,49.191,129.347,59.055,7.642
Spain,2014,46720186.0,1433089474560.0,254.181,5.441,0.177,54.142,129.902,54.251,8.897
Spain,2015,46683683.0,1488098820096.0,270.74,5.799,0.182,61.841,136.332,56.603,9.216
Spain,2016,46732766.0,1533303980032.0,259.625,5.556,0.169,45.677,140.243,57.653,9.414
Spain,2017,46868594.0,1578931453952.0,273.58,5.837,0.173,53.598,141.132,62.528,9.449
Spain,2018,47092817.0,1615001419776.0,268.59,5.703,0.166,48.081,142.101,61.842,9.667
Spain,2019,47435120.0,1647042625536.0,250.596,5.283,0.152,23.649,140.026,71.178,9.064
Spain,2020,47679482.0,1460507901952.0,211.843,4.443,0.145,14.326,118.806,64.25,8.192
Sweden,1991,8616954.0,237950140416.0,57.751,6.702,0.243,11.847,42.231,1.716,1.137
Sweden,1992,8667577.0,235756847104.0,57.578,6.643,0.244,11.103,42.608,1.993,1.089
Sweden,1993,8718036.0,231558414336.0,57.572,6.604,0.249,11.05,42.505,2.065,1.092
Sweden,1994,8780193.0,241524293632.0,60.026,6.836,0.249,11.237,44.745,2.027,1.109
Sweden,1995,8826299.0,251741126656.0,59.512,6.743,0.236,11.224,44.029,2.061,1.296
Sweden,1996,8840329.0,256498925568.0,63.381,7.17,0.247,12.388,46.635,2.224,1.225
Sweden,1997,8845524.0,264171110400.0,58.383,6.6,0.221,10.784,43.282,2.254,1.105
Sweden,1998,8850606.0,276040712192.0,58.802,6.644,0.213,11.108,43.309,2.23,1.133
Sweden,1999,8857691.0,289702805504.0,55.982,6.32,0.193,10.048,41.585,2.171,1.139
Sweden,2000,8872100.0,303452356608.0,54.93,6.191,0.181,10.102,40.448,2.079,1.288
Sweden,2001,8896018.0,308398096384.0,55.838,6.277,0.181,10.942,40.175,2.397,1.332
Sweden,2002,8925044.0,317463789568.0,56.685,6.351,0.179,11.42,40.495,2.442,1.28
Sweden,2003,8958432.0,326402408448.0,57.292,6.395,0.176,11.55,41.209,2.266,1.206
Sweden,2004,8993806.0,341901246464.0,56.517,6.284,0.165,11.815,40.175,2.196,1.284
Sweden,2005,9029770.0,354496937984.0,53.875,5.966,0.152,10.952,38.628,1.867,1.315
Sweden,2006,9080626.0,372234682368.0,53.738,5.918,0.144,10.696,38.067,2.048,1.442
Sweden,2007,9148277.0,387881828352.0,52.994,5.793,0.137,10.775,37.124,2.16,1.339
Sweden,2008,9219903.0,388980506624.0,50.866,5.517,0.131,10.344,35.675,1.888,1.396
Sweden,2009,9298738.0,373026357248.0,47.238,5.08,0.127,7.372,34.707,2.483,1.263
Sweden,2010,9378234.0,399838969856.0,53.12,5.664,0.133,10.317,36.521,3.431,1.324
Sweden,2011,9449262.0,397617922048.0,49.211,5.208,0.124,9.472,34.127,2.718,1.361
Sweden,2012,9519479.0,395278745600.0,46.712,4.907,0.118,8.643,32.73,2.356,1.479
Sweden,2013,9600621.0,399973744640.0,45.202,4.708,0.113,8.744,31.339,2.358,1.402
Sweden,2014,9696437.0,410604240896.0,43.473,4.483,0.106,8.291,30.381,2.054,1.399
Sweden,2015,9799482.0,429037420544.0,43.418,4.431,0.101,8.022,30.49,1.967,1.537
Sweden,2016,9923281.0,437921054720.0,43.414,4.375,0.099,8.034,30.341,2.261,1.554
Sweden,2017,10057864.0,449166540800.0,42.438,4.219,0.094,8.315,29.4,1.812,1.484
Sweden,2018,10175401.0,457925394432.0,42.058,4.133,0.092,8.093,29.098,1.886,1.607
Sweden,2019,10279122.0,467020677120.0,40.834,3.972,0.087,8.115,28.523,1.78,1.357
Sweden,2020,10353680.0,456885338112.0,36.703,3.545,0.08,6.649,26.363,1.442,1.272
Switzerland,1991,6796942.0,236201934848.0,46.132,6.787,0.195,1.211,38.034,4.369,2.222
Switzerland,1992,6875049.0,239958540288.0,46.018,6.693,0.192,0.896,38.168,4.581,2.083
Switzerland,1993,6938107.0,243429638144.0,43.61,6.286,0.179,0.763,35.869,4.794,1.89
Switzerland,1994,6993594.0,250752172032.0,42.67,6.101,0.17,0.778,34.799,4.721,2.085
Switzerland,1995,7040481.0,257142571008.0,43.414,6.166,0.169,0.797,35.187,5.181,1.966
Switzerland,1996,7071884.0,263448608768.0,44.108,6.237,0.167,0.576,35.859,5.622,1.77
Switzerland,1997,7089163.0,274617008128.0,43.046,6.072,0.157,0.5,35.248,5.439,1.588
Switzerland,1998,7110294.0,287985369088.0,44.623,6.276,0.155,0.439,36.725,5.6,1.588
Switzerland,1999,7144118.0,298226647040.0,44.446,6.221,0.149,0.453,36.326,5.807,1.587
Switzerland,2000,7184003.0,315545354240.0,43.621,6.072,0.138,0.645,35.211,5.788,1.705
Switzerland,2001,7226391.0,325520162816.0,45.087,6.239,0.139,0.654,36.395,6.025,1.737
Switzerland,2002,7278744.0,331802181632.0,43.467,5.972,0.131,0.594,35.018,5.921,1.671
Switzerland,2003,7333450.0,337991892992.0,44.65,6.088,0.132,0.602,35.897,6.255,1.634
Switzerland,2004,7384196.0,353894694912.0,45.233,6.126,0.128,0.588,36.16,6.466,1.732
Switzerland,2005,7431824.0,371135479808.0,45.777,6.16,0.123,0.633,36.37,6.634,1.825
